name1,name2,is_match
Pavani Bera,Charita Sahni,0
Vivaan Barad,V.B.,1
Vivaan Barad,Barad Vivaan,1
Vivaan Barad,vivaan Barad,1
Vivaan Barad,VivaanBarad,1
Vivaan Barad,V1v44n B4r4d,1
Vivaan Barad,Sanaya Patil,0
Zayan Munshi,Z.M.,1
Zayan Munshi,Munshi Zayan,1
Zayan Munshi,Zayac Munshi,1
Zayan Munshi,ZayanMunshi,1
Zayan Munshi,Z4y4n Mun5h1,1
Zayan Munshi,Ganga Shenoy,0
Barkha Bir,B.B.,1
Barkha Bir,Bir Barkha,1
Barkha Bir,Bmrkha Bir,1
Barkha Bir,BarkhaBir,1
Barkha Bir,B4rkh4 B1r,1
Barkha Bir,Balveer Dixit,0
Tanish Golla,T.G.,1
Tanish Golla,Tanish uolla,1
Tanish Golla,TanishGolla,1
Tanish Golla,T4n15h G0ll4,1
Tanish Golla,Charvi Ganesh,0
Frado Chaudhary,F.C.,1
Frado Chaudhary,Frldo Chaudhary,1
Frado Chaudhary,FradoChaudhary,1
Frado Chaudhary,Fr4d0 Ch4udh4ry,1
Frado Chaudhary,Peter Gupta,0
Harrison Radhakrishnan,H.R.,1
Harrison Radhakrishnan,Harrisvn Radhakrishnan,1
Harrison Radhakrishnan,HarrisonRadhakrishnan,1
Harrison Radhakrishnan,H4rr150n R4dh4kr15hn4n,1
Harrison Radhakrishnan,Amara Sur,0
Nitesh Sani,N.S.,1
Nitesh Sani,Nttesh Sani,1
Nitesh Sani,NiteshSani,1
Nitesh Sani,N1t35h 54n1,1
Nitesh Sani,Eesha Ganguly,0
Yug Chana,Y.C.,1
Yug Chana,Chana Yug,1
Yug Chana,YugfChana,1
Yug Chana,YugChana,1
Yug Chana,Yug Ch4n4,1
Yug Chana,Lajita Bal,0
Michael Johal,M.J.,1
Michael Johal,Michaei Johal,1
Michael Johal,MichaelJohal,1
Michael Johal,M1ch43l J0h4l,1
Michael Johal,Nidhi Jaggi,0
Pratyush Wali,P.W.,1
Pratyush Wali,Wali Pratyush,1
Pratyush Wali,Pratyush Wkli,1
Pratyush Wali,PratyushWali,1
Pratyush Wali,Pr4tyu5h W4l1,1
Pratyush Wali,Zayan Thakkar,0
Maanav Anne,M.A.,1
Maanav Anne,Anne Maanav,1
Maanav Anne,Maabav Anne,1
Maanav Anne,MaanavAnne,1
Maanav Anne,M44n4v 4nn3,1
Maanav Anne,Anika Tank,0
Tanvi Prasad,T.P.,1
Tanvi Prasad,Tanvi irasad,1
Tanvi Prasad,TanviPrasad,1
Tanvi Prasad,T4nv1 Pr454d,1
Tanvi Prasad,Anay Wali,0
Zarna Pal,Z.P.,1
Zarna Pal,Pal Zarna,1
Zarna Pal,Zarsa Pal,1
Zarna Pal,ZarnaPal,1
Zarna Pal,Z4rn4 P4l,1
Zarna Pal,Aadi Acharya,0
Atharv Bobal,A.B.,1
Atharv Bobal,Athurv Bobal,1
Atharv Bobal,AtharvBobal,1
Atharv Bobal,4th4rv B0b4l,1
Atharv Bobal,Chakrika Sanghvi,0
Zaitra Pradhan,Z.P.,1
Zaitra Pradhan,ZaitrauPradhan,1
Zaitra Pradhan,ZaitraPradhan,1
Zaitra Pradhan,Z41tr4 Pr4dh4n,1
Zaitra Pradhan,Jacob Choudhry,0
Kevin Rajan,K.R.,1
Kevin Rajan,Keiin Rajan,1
Kevin Rajan,KevinRajan,1
Kevin Rajan,K3v1n R4j4n,1
Kevin Rajan,Darsh Batra,0
Banjeet Gour,B.G.,1
Banjeet Gour,Gour Banjeet,1
Banjeet Gour,Banxeet Gour,1
Banjeet Gour,BanjeetGour,1
Banjeet Gour,B4nj33t G0ur,1
Banjeet Gour,Benjamin Merchant,0
Vasatika Narain,V.N.,1
Vasatika Narain,Vasatika Nasain,1
Vasatika Narain,VasatikaNarain,1
Vasatika Narain,V454t1k4 N4r41n,1
Vasatika Narain,Qushi Deo,0
Anmol Bhatt,A.B.,1
Anmol Bhatt,Anmol Bhamt,1
Anmol Bhatt,AnmolBhatt,1
Anmol Bhatt,4nm0l Bh4tt,1
Anmol Bhatt,Mahika Tank,0
Unnati Krishna,U.K.,1
Unnati Krishna,Unneti Krishna,1
Unnati Krishna,UnnatiKrishna,1
Unnati Krishna,Unn4t1 Kr15hn4,1
Unnati Krishna,Upadhriti Ramesh,0
Jatin Sarraf,J.S.,1
Jatin Sarraf,Jytin Sarraf,1
Jatin Sarraf,JatinSarraf,1
Jatin Sarraf,J4t1n 54rr4f,1
Jatin Sarraf,Hemani Sridhar,0
Veer Nagar,V.N.,1
Veer Nagar,Nagar Veer,1
Veer Nagar,VeerNagar,1
Veer Nagar,V33r N4g4r,1
Veer Nagar,Urmi Varty,0
Girik Peri,G.P.,1
Girik Peri,Peri Girik,1
Girik Peri,Girik teri,1
Girik Peri,GirikPeri,1
Girik Peri,G1r1k P3r1,1
Girik Peri,Oliver Krishnamurthy,0
Dalaja Dalal,D.D.,1
Dalaja Dalal,Dalal Dalaja,1
Dalaja Dalal,DalajamDalal,1
Dalaja Dalal,DalajaDalal,1
Dalaja Dalal,D4l4j4 D4l4l,1
Dalaja Dalal,Omaja Chaudhry,0
Hemal Sarma,H.S.,1
Hemal Sarma,Hemal Saima,1
Hemal Sarma,HemalSarma,1
Hemal Sarma,H3m4l 54rm4,1
Hemal Sarma,Owen Pandey,0
Upadhriti Sachar,U.S.,1
Upadhriti Sachar,Sachar Upadhriti,1
Upadhriti Sachar,Upadhriti xachar,1
Upadhriti Sachar,UpadhritiSachar,1
Upadhriti Sachar,Up4dhr1t1 54ch4r,1
Upadhriti Sachar,Devansh Kumar,0
Ryan Comar,R.C.,1
Ryan Comar,Comar Ryan,1
Ryan Comar,Ryan Comyr,1
Ryan Comar,RyanComar,1
Ryan Comar,Ry4n C0m4r,1
Ryan Comar,Manbir Kulkarni,0
Yashawini Chand,Y.C.,1
Yashawini Chand,Yashawini Chund,1
Yashawini Chand,YashawiniChand,1
Yashawini Chand,Y45h4w1n1 Ch4nd,1
Yashawini Chand,Michael Sahota,0
Raksha Ramakrishnan,R.R.,1
Raksha Ramakrishnan,Rakjha Ramakrishnan,1
Raksha Ramakrishnan,RakshaRamakrishnan,1
Raksha Ramakrishnan,R4k5h4 R4m4kr15hn4n,1
Raksha Ramakrishnan,Ganga Deo,0
Zaid Sharma,Z.S.,1
Zaid Sharma,Zaod Sharma,1
Zaid Sharma,ZaidSharma,1
Zaid Sharma,Z41d 5h4rm4,1
Zaid Sharma,Michael Oak,0
Abhimanyu Sha,A.S.,1
Abhimanyu Sha,Sha Abhimanyu,1
Abhimanyu Sha,Abhimanyu Sxa,1
Abhimanyu Sha,AbhimanyuSha,1
Abhimanyu Sha,4bh1m4nyu 5h4,1
Abhimanyu Sha,Forum Handa,0
Ijaya Dhaliwal,I.D.,1
Ijaya Dhaliwal,Ijaya Dhyliwal,1
Ijaya Dhaliwal,IjayaDhaliwal,1
Ijaya Dhaliwal,1j4y4 Dh4l1w4l,1
Ijaya Dhaliwal,Nandini Baria,0
Harish Buch,H.B.,1
Harish Buch,Buch Harish,1
Harish Buch,Harish Bdch,1
Harish Buch,HarishBuch,1
Harish Buch,H4r15h Buch,1
Harish Buch,Bhavini Rajan,0
Arin Sarraf,A.S.,1
Arin Sarraf,Arin Sartaf,1
Arin Sarraf,ArinSarraf,1
Arin Sarraf,4r1n 54rr4f,1
Arin Sarraf,Warinder Dhingra,0
Tejas Golla,T.G.,1
Tejas Golla,Golla Tejas,1
Tejas Golla,Telas Golla,1
Tejas Golla,TejasGolla,1
Tejas Golla,T3j45 G0ll4,1
Tejas Golla,Krishna Jayaraman,0
Indrajit Pandey,I.P.,1
Indrajit Pandey,Pandey Indrajit,1
Indrajit Pandey,IndrajityPandey,1
Indrajit Pandey,IndrajitPandey,1
Indrajit Pandey,1ndr4j1t P4nd3y,1
Indrajit Pandey,Qabil Dugal,0
Aarna Wadhwa,A.W.,1
Aarna Wadhwa,Wadhwa Aarna,1
Aarna Wadhwa,Aarna Wadkwa,1
Aarna Wadhwa,AarnaWadhwa,1
Aarna Wadhwa,44rn4 W4dhw4,1
Aarna Wadhwa,Upasna Dash,0
Warhi Mangal,W.M.,1
Warhi Mangal,darhi Mangal,1
Warhi Mangal,WarhiMangal,1
Warhi Mangal,W4rh1 M4ng4l,1
Warhi Mangal,Hemal Bail,0
Yatan Shanker,Y.S.,1
Yatan Shanker,Yatah Shanker,1
Yatan Shanker,YatanShanker,1
Yatan Shanker,Y4t4n 5h4nk3r,1
Yatan Shanker,Ekaraj Konda,0
Aarini Rama,A.R.,1
Aarini Rama,Rama Aarini,1
Aarini Rama,Aarsni Rama,1
Aarini Rama,AariniRama,1
Aarini Rama,44r1n1 R4m4,1
Aarini Rama,Veer Rattan,0
Jonathan Khatri,J.K.,1
Jonathan Khatri,Khatri Jonathan,1
Jonathan Khatri,Jxnathan Khatri,1
Jonathan Khatri,JonathanKhatri,1
Jonathan Khatri,J0n4th4n Kh4tr1,1
Jonathan Khatri,Tristan Gole,0
Hitesh Sarma,H.S.,1
Hitesh Sarma,Hytesh Sarma,1
Hitesh Sarma,HiteshSarma,1
Hitesh Sarma,H1t35h 54rm4,1
Hitesh Sarma,Wakeeta Ravi,0
Daniel Bava,D.B.,1
Daniel Bava,Bava Daniel,1
Daniel Bava,Daviel Bava,1
Daniel Bava,DanielBava,1
Daniel Bava,D4n13l B4v4,1
Daniel Bava,Utkarsh Sekhon,0
Vasana Madan,V.M.,1
Vasana Madan,Vasana Mfdan,1
Vasana Madan,VasanaMadan,1
Vasana Madan,V454n4 M4d4n,1
Vasana Madan,Hemangini Bakshi,0
Max Iyer,M.I.,1
Max Iyer,Max tyer,1
Max Iyer,MaxIyer,1
Max Iyer,M4x 1y3r,1
Max Iyer,Yashawini Sachar,0
Patrick Chakraborty,P.C.,1
Patrick Chakraborty,Patricr Chakraborty,1
Patrick Chakraborty,PatrickChakraborty,1
Patrick Chakraborty,P4tr1ck Ch4kr4b0rty,1
Patrick Chakraborty,Saksham Iyer,0
Advay Sur,A.S.,1
Advay Sur,Sur Advay,1
Advay Sur,Advam Sur,1
Advay Sur,AdvaySur,1
Advay Sur,4dv4y 5ur,1
Advay Sur,Forum Tank,0
Jagvi Gill,J.G.,1
Jagvi Gill,Jagvi Gqll,1
Jagvi Gill,JagviGill,1
Jagvi Gill,J4gv1 G1ll,1
Jagvi Gill,Chavvi Vasa,0
Lakshit Sekhon,L.S.,1
Lakshit Sekhon,Lhkshit Sekhon,1
Lakshit Sekhon,LakshitSekhon,1
Lakshit Sekhon,L4k5h1t 53kh0n,1
Lakshit Sekhon,Niharika Apte,0
Netra Bali,N.B.,1
Netra Bali,Bali Netra,1
Netra Bali,Nktra Bali,1
Netra Bali,NetraBali,1
Netra Bali,N3tr4 B4l1,1
Netra Bali,Michael Bajwa,0
Suhani Krishna,S.K.,1
Suhani Krishna,Krishna Suhani,1
Suhani Krishna,Suhani Krrshna,1
Suhani Krishna,SuhaniKrishna,1
Suhani Krishna,5uh4n1 Kr15hn4,1
Suhani Krishna,Upma Chaudhry,0
Lucky Baria,L.B.,1
Lucky Baria,Baria Lucky,1
Lucky Baria,Lucky Barha,1
Lucky Baria,LuckyBaria,1
Lucky Baria,Lucky B4r14,1
Lucky Baria,Nicholas Tara,0
Kiaan Sibal,K.S.,1
Kiaan Sibal,Sibal Kiaan,1
Kiaan Sibal,Kwaan Sibal,1
Kiaan Sibal,KiaanSibal,1
Kiaan Sibal,K144n 51b4l,1
Kiaan Sibal,Pushti Dhingra,0
Faras Hari,F.H.,1
Faras Hari,Hari Faras,1
Faras Hari,Farcs Hari,1
Faras Hari,FarasHari,1
Faras Hari,F4r45 H4r1,1
Faras Hari,Amaira Nayar,0
Harinakshi Kannan,H.K.,1
Harinakshi Kannan,Kannan Harinakshi,1
Harinakshi Kannan,HarinakshicKannan,1
Harinakshi Kannan,HarinakshiKannan,1
Harinakshi Kannan,H4r1n4k5h1 K4nn4n,1
Harinakshi Kannan,Arya Sule,0
Bhanumati Tata,B.T.,1
Bhanumati Tata,Tata Bhanumati,1
Bhanumati Tata,Bhanvmati Tata,1
Bhanumati Tata,BhanumatiTata,1
Bhanumati Tata,Bh4num4t1 T4t4,1
Bhanumati Tata,Veda Kalita,0
Ishanvi Borde,I.B.,1
Ishanvi Borde,Ishrnvi Borde,1
Ishanvi Borde,IshanviBorde,1
Ishanvi Borde,15h4nv1 B0rd3,1
Ishanvi Borde,Charles Chopra,0
Yashica Tandon,Y.T.,1
Yashica Tandon,Tandon Yashica,1
Yashica Tandon,Yashica Tanson,1
Yashica Tandon,YashicaTandon,1
Yashica Tandon,Y45h1c4 T4nd0n,1
Yashica Tandon,Alka Deo,0
Isaac Borde,I.B.,1
Isaac Borde,Isazc Borde,1
Isaac Borde,IsaacBorde,1
Isaac Borde,1544c B0rd3,1
Isaac Borde,Anirudh Trivedi,0
Daniel Gour,D.G.,1
Daniel Gour,DanielgGour,1
Daniel Gour,DanielGour,1
Daniel Gour,D4n13l G0ur,1
Daniel Gour,Lakshit Choudhary,0
Simon Ganesan,S.G.,1
Simon Ganesan,Ganesan Simon,1
Simon Ganesan,Svmon Ganesan,1
Simon Ganesan,SimonGanesan,1
Simon Ganesan,51m0n G4n354n,1
Simon Ganesan,Mugdha Karnik,0
Yashasvi Konda,Y.K.,1
Yashasvi Konda,Yashanvi Konda,1
Yashasvi Konda,YashasviKonda,1
Yashasvi Konda,Y45h45v1 K0nd4,1
Yashasvi Konda,Elijah Jani,0
Aarna Sandhu,A.S.,1
Aarna Sandhu,Aarna Sxndhu,1
Aarna Sandhu,AarnaSandhu,1
Aarna Sandhu,44rn4 54ndhu,1
Aarna Sandhu,Yauvani Datta,0
Hamsini Loyal,H.L.,1
Hamsini Loyal,Loyal Hamsini,1
Hamsini Loyal,Hamsini Loual,1
Hamsini Loyal,HamsiniLoyal,1
Hamsini Loyal,H4m51n1 L0y4l,1
Hamsini Loyal,Jalsa Suresh,0
Chameli Prashad,C.P.,1
Chameli Prashad,Prashad Chameli,1
Chameli Prashad,mhameli Prashad,1
Chameli Prashad,ChameliPrashad,1
Chameli Prashad,Ch4m3l1 Pr45h4d,1
Chameli Prashad,Peter Sabharwal,0
Faqid Kala,F.K.,1
Faqid Kala,Fhqid Kala,1
Faqid Kala,FaqidKala,1
Faqid Kala,F4q1d K4l4,1
Faqid Kala,Harita Cheema,0
Aarna Rastogi,A.R.,1
Aarna Rastogi,Rastogi Aarna,1
Aarna Rastogi,Aarra Rastogi,1
Aarna Rastogi,AarnaRastogi,1
Aarna Rastogi,44rn4 R45t0g1,1
Aarna Rastogi,Baghyawati Varughese,0
Radha Chauhan,R.C.,1
Radha Chauhan,Ranha Chauhan,1
Radha Chauhan,RadhaChauhan,1
Radha Chauhan,R4dh4 Ch4uh4n,1
Radha Chauhan,Hamsini Viswanathan,0
Naveen Anne,N.A.,1
Naveen Anne,Anne Naveen,1
Naveen Anne,Naveon Anne,1
Naveen Anne,NaveenAnne,1
Naveen Anne,N4v33n 4nn3,1
Naveen Anne,Lohit Dhaliwal,0
Charles Badal,C.B.,1
Charles Badal,Badal Charles,1
Charles Badal,Coarles Badal,1
Charles Badal,CharlesBadal,1
Charles Badal,Ch4rl35 B4d4l,1
Charles Badal,Lekha Nanda,0
Nitara Shanker,N.S.,1
Nitara Shanker,Shanker Nitara,1
Nitara Shanker,uitara Shanker,1
Nitara Shanker,NitaraShanker,1
Nitara Shanker,N1t4r4 5h4nk3r,1
Nitara Shanker,Manthan Trivedi,0
Wishi Bava,W.B.,1
Wishi Bava,Bava Wishi,1
Wishi Bava,Wyshi Bava,1
Wishi Bava,WishiBava,1
Wishi Bava,W15h1 B4v4,1
Wishi Bava,Ayaan Sridhar,0
Andrew Doctor,A.D.,1
Andrew Doctor,Doctor Andrew,1
Andrew Doctor,Annrew Doctor,1
Andrew Doctor,AndrewDoctor,1
Andrew Doctor,4ndr3w D0ct0r,1
Andrew Doctor,Krishna Shenoy,0
Ira Raju,I.R.,1
Ira Raju,IragRaju,1
Ira Raju,IraRaju,1
Ira Raju,1r4 R4ju,1
Ira Raju,Sudiksha Agrawal,0
Ojasvi Parikh,O.P.,1
Ojasvi Parikh,fjasvi Parikh,1
Ojasvi Parikh,OjasviParikh,1
Ojasvi Parikh,0j45v1 P4r1kh,1
Ojasvi Parikh,Shivani Dugar,0
Vihaan Kapur,V.K.,1
Vihaan Kapur,mihaan Kapur,1
Vihaan Kapur,VihaanKapur,1
Vihaan Kapur,V1h44n K4pur,1
Vihaan Kapur,Shravya Munshi,0
Jason Bir,J.B.,1
Jason Bir,Jason Bjr,1
Jason Bir,JasonBir,1
Jason Bir,J450n B1r,1
Jason Bir,Ishaan Kara,0
Ronith Varghese,R.V.,1
Ronith Varghese,Ronith Vargxese,1
Ronith Varghese,RonithVarghese,1
Ronith Varghese,R0n1th V4rgh353,1
Ronith Varghese,Naveen Joshi,0
Ranveer Acharya,R.A.,1
Ranveer Acharya,Ragveer Acharya,1
Ranveer Acharya,RanveerAcharya,1
Ranveer Acharya,R4nv33r 4ch4ry4,1
Ranveer Acharya,Neha Barman,0
Vyanjana Pandit,V.P.,1
Vyanjana Pandit,Vyabjana Pandit,1
Vyanjana Pandit,VyanjanaPandit,1
Vyanjana Pandit,Vy4nj4n4 P4nd1t,1
Vyanjana Pandit,Tripti Das,0
Aachal Gera,A.G.,1
Aachal Gera,Gera Aachal,1
Aachal Gera,Aachab Gera,1
Aachal Gera,AachalGera,1
Aachal Gera,44ch4l G3r4,1
Aachal Gera,Watika Thakur,0
Kavya Vig,K.V.,1
Kavya Vig,Vig Kavya,1
Kavya Vig,Kavya Vqg,1
Kavya Vig,KavyaVig,1
Kavya Vig,K4vy4 V1g,1
Kavya Vig,Inaya Ramesh,0
Veda Padmanabhan,V.P.,1
Veda Padmanabhan,Padmanabhan Veda,1
Veda Padmanabhan,qeda Padmanabhan,1
Veda Padmanabhan,VedaPadmanabhan,1
Veda Padmanabhan,V3d4 P4dm4n4bh4n,1
Veda Padmanabhan,Radha Soman,0
Veda Rajagopal,V.R.,1
Veda Rajagopal,Rajagopal Veda,1
Veda Rajagopal,Veca Rajagopal,1
Veda Rajagopal,VedaRajagopal,1
Veda Rajagopal,V3d4 R4j4g0p4l,1
Veda Rajagopal,Akshay Sahni,0
Jackson Solanki,J.S.,1
Jackson Solanki,Solanki Jackson,1
Jackson Solanki,Jackson Sohanki,1
Jackson Solanki,JacksonSolanki,1
Jackson Solanki,J4ck50n 50l4nk1,1
Jackson Solanki,Tristan Badami,0
Imaran Dua,I.D.,1
Imaran Dua,Isaran Dua,1
Imaran Dua,ImaranDua,1
Imaran Dua,1m4r4n Du4,1
Imaran Dua,Saksham Narayan,0
Chandresh Chawla,C.C.,1
Chandresh Chawla,Chawla Chandresh,1
Chandresh Chawla,ChandreshtChawla,1
Chandresh Chawla,ChandreshChawla,1
Chandresh Chawla,Ch4ndr35h Ch4wl4,1
Chandresh Chawla,Bhavika Ramaswamy,0
Jyoti Bhat,J.B.,1
Jyoti Bhat,Bhat Jyoti,1
Jyoti Bhat,Jnoti Bhat,1
Jyoti Bhat,JyotiBhat,1
Jyoti Bhat,Jy0t1 Bh4t,1
Jyoti Bhat,Anay Gala,0
Udant Sahni,U.S.,1
Udant Sahni,Udang Sahni,1
Udant Sahni,UdantSahni,1
Udant Sahni,Ud4nt 54hn1,1
Udant Sahni,Manan Devan,0
Vansha Choudhury,V.C.,1
Vansha Choudhury,Vaniha Choudhury,1
Vansha Choudhury,VanshaChoudhury,1
Vansha Choudhury,V4n5h4 Ch0udhury,1
Vansha Choudhury,Bhavani Wali,0
Isha Hora,I.H.,1
Isha Hora,Isva Hora,1
Isha Hora,IshaHora,1
Isha Hora,15h4 H0r4,1
Isha Hora,Laksh Saha,0
Sanaya Rau,S.R.,1
Sanaya Rau,Sanaya kau,1
Sanaya Rau,SanayaRau,1
Sanaya Rau,54n4y4 R4u,1
Sanaya Rau,Parth Chana,0
Tara Bora,T.B.,1
Tara Bora,Bora Tara,1
Tara Bora,oara Bora,1
Tara Bora,TaraBora,1
Tara Bora,T4r4 B0r4,1
Tara Bora,Ekantika Suresh,0
Nirja Bose,N.B.,1
Nirja Bose,Bose Nirja,1
Nirja Bose,Nrrja Bose,1
Nirja Bose,NirjaBose,1
Nirja Bose,N1rj4 B053,1
Nirja Bose,Aachal Varghese,0
Dominic Munshi,D.M.,1
Dominic Munshi,Munshi Dominic,1
Dominic Munshi,Dominic iunshi,1
Dominic Munshi,DominicMunshi,1
Dominic Munshi,D0m1n1c Mun5h1,1
Dominic Munshi,Jonathan Bose,0
Janani Iyengar,J.I.,1
Janani Iyengar,Iyengar Janani,1
Janani Iyengar,Jananc Iyengar,1
Janani Iyengar,JananiIyengar,1
Janani Iyengar,J4n4n1 1y3ng4r,1
Janani Iyengar,Faras Lall,0
Azad Chauhan,A.C.,1
Azad Chauhan,Chauhan Azad,1
Azad Chauhan,Azad jhauhan,1
Azad Chauhan,AzadChauhan,1
Azad Chauhan,4z4d Ch4uh4n,1
Azad Chauhan,Tanay Palla,0
Tanish Rege,T.R.,1
Tanish Rege,Rege Tanish,1
Tanish Rege,Tanish rege,1
Tanish Rege,TanishRege,1
Tanish Rege,T4n15h R3g3,1
Tanish Rege,Yug Solanki,0
Bhavani Amble,B.A.,1
Bhavani Amble,Bhavani Azble,1
Bhavani Amble,BhavaniAmble,1
Bhavani Amble,Bh4v4n1 4mbl3,1
Bhavani Amble,Henry Minhas,0
Shravya Sangha,S.S.,1
Shravya Sangha,Sangha Shravya,1
Shravya Sangha,Shravya Sargha,1
Shravya Sangha,ShravyaSangha,1
Shravya Sangha,5hr4vy4 54ngh4,1
Shravya Sangha,Dev Guha,0
Daniel Kari,D.K.,1
Daniel Kari,Deniel Kari,1
Daniel Kari,DanielKari,1
Daniel Kari,D4n13l K4r1,1
Daniel Kari,Rajeshri Sidhu,0
Vritti Bhalla,V.B.,1
Vritti Bhalla,Vditti Bhalla,1
Vritti Bhalla,VrittiBhalla,1
Vritti Bhalla,Vr1tt1 Bh4ll4,1
Vritti Bhalla,Irya Kala,0
Lohit Seth,L.S.,1
Lohit Seth,Seth Lohit,1
Lohit Seth,Lohij Seth,1
Lohit Seth,LohitSeth,1
Lohit Seth,L0h1t 53th,1
Lohit Seth,Amruta Handa,0
Lakshmi Oommen,L.O.,1
Lakshmi Oommen,Oommen Lakshmi,1
Lakshmi Oommen,Lakshmi Oomken,1
Lakshmi Oommen,LakshmiOommen,1
Lakshmi Oommen,L4k5hm1 00mm3n,1
Lakshmi Oommen,Tarak Dora,0
Patrick Shukla,P.S.,1
Patrick Shukla,Shukla Patrick,1
Patrick Shukla,PatrickShukla,1
Patrick Shukla,P4tr1ck 5hukl4,1
Patrick Shukla,Farhan Chaudhry,0
Pushti Bora,P.B.,1
Pushti Bora,Pushti Bpra,1
Pushti Bora,PushtiBora,1
Pushti Bora,Pu5ht1 B0r4,1
Pushti Bora,Radhika Palla,0
Aahana Bir,A.B.,1
Aahana Bir,cahana Bir,1
Aahana Bir,AahanaBir,1
Aahana Bir,44h4n4 B1r,1
Aahana Bir,Urishilla Sabharwal,0
Samarth Pandya,S.P.,1
Samarth Pandya,Samabth Pandya,1
Samarth Pandya,SamarthPandya,1
Samarth Pandya,54m4rth P4ndy4,1
Samarth Pandya,Yug Kadakia,0
Gabriel Deshmukh,G.D.,1
Gabriel Deshmukh,Deshmukh Gabriel,1
Gabriel Deshmukh,Gabriyl Deshmukh,1
Gabriel Deshmukh,GabrielDeshmukh,1
Gabriel Deshmukh,G4br13l D35hmukh,1
Gabriel Deshmukh,Aadi Hayre,0
Chakrika Kar,C.K.,1
Chakrika Kar,Kar Chakrika,1
Chakrika Kar,Chakrika Kir,1
