name1,name2,is_match,name1_clean,name2_clean,cosine_sim,sbert_sim,jaro_sim,metaphone_match,Levenshtein,jaccard,token_set_ratio,complete_overlap,similar_gender,is_abbreviation,predicted_match,match_probability
Maanav Anne,Maabav Anne,1,maanav anne,maabav anne,0.6668474892757053,0.9088663,0.9575757575757576,0,1,0.3333333333333333,0.91,0,1,1,1,0.7264643
Maanav Anne,MaanavAnne,1,maanav anne,maana vanne,0.7705765278369017,0.77409583,0.9818181818181818,0,2,0.0,0.55,0,0,0,1,0.9487596
Tanvi Prasad,TanviPrasad,1,tanvi prasad,tanvi prasad,0.9999999999999997,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Zarna Pal,Pal Zarna,1,zarna pal,pal zarna,1.0000000000000002,0.9791751,0.5462962962962963,0,7,1.0,1.0,0,1,1,1,0.9307197
Zarna Pal,ZarnaPal,1,zarna pal,zarn apal,0.5917097122109456,0.54449475,0.9777777777777777,0,2,0.0,0.89,0,0,0,1,0.9148413
Atharv Bobal,Athurv Bobal,1,atharv bobal,athurv bobal,0.6789701242309057,0.9131446,0.961111111111111,1,1,0.3333333333333333,0.92,0,1,1,1,0.9897989
Atharv Bobal,AtharvBobal,1,atharv bobal,athar vbobal,0.7474595148758139,0.63398236,0.9833333333333333,0,2,0.0,0.92,0,1,0,1,0.8552273
Zaitra Pradhan,ZaitrauPradhan,1,zaitra pra dhan,zaitrau pradhan,0.7157334606975451,0.8328365,0.9733333333333334,0,2,0.0,0.73,0,0,1,1,0.97804606
Zaitra Pradhan,ZaitraPradhan,1,zaitra pra dhan,zaitra pradhan,0.83941145137723,0.8325708,0.9866666666666667,0,1,0.25,0.76,0,1,1,1,0.98444647
Kevin Rajan,KevinRajan,1,kevin rajan,kevin rajan,1.0000000000000002,1.0000001,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Banjeet Gour,Gour Banjeet,1,ban jeet gour,gour ban jeet,1.0000000000000002,0.9810828,0.6467236467236467,0,10,1.0,1.0,0,1,1,1,0.96307
Banjeet Gour,BanjeetGour,1,ban jeet gour,banje etgour,0.5203319825909025,0.50254035,0.9626068376068376,0,3,0.0,0.64,0,1,0,1,0.87775975
Vasatika Narain,Vasatika Nasain,1,vasa tika narain,vasa tika nasain,0.7162843325758566,0.90435547,0.975,0,1,0.5,0.94,0,1,1,1,0.872291
Vasatika Narain,VasatikaNarain,1,vasa tika narain,vasatik anarain,0.5948130031938268,0.50361747,0.9608333333333333,0,3,0.0,0.71,0,0,0,1,0.83461833
Anmol Bhatt,Anmol Bhamt,1,anmol bhatt,anmol bhamt,0.7159909912952634,0.83902407,0.9636363636363636,0,1,0.3333333333333333,0.91,0,1,1,1,0.8465366
Anmol Bhatt,AnmolBhatt,1,anmol bhatt,anmol bhatt,1.0,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Unnati Krishna,Unneti Krishna,1,unnati kri shna,unneti kri shna,0.6430066528300397,0.8998984,0.9688888888888889,1,1,0.5,0.93,0,1,1,1,0.9340101
Unnati Krishna,UnnatiKrishna,1,unnati kri shna,unnati krishna,0.88192802625866,0.63952804,0.9866666666666667,0,1,0.25,0.97,0,1,1,1,0.8443229
Jatin Sarraf,Jytin Sarraf,1,jatin sarraf,jytin sarraf,0.7832031576661541,0.8024671,0.9499999999999998,1,1,0.3333333333333333,0.92,0,1,1,1,0.96341205
Jatin Sarraf,JatinSarraf,1,jatin sarraf,jatin sarraf,0.9999999999999998,1.0000001,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Veer Nagar,Nagar Veer,1,veer nagar,nagar veer,1.0,0.9301937,0.5166666666666667,0,8,1.0,1.0,0,1,1,1,0.9193743
Veer Nagar,VeerNagar,1,veer nagar,veer nagar,1.0,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Girik Peri,Peri Girik,1,girik peri,peri girik,1.0000000000000002,0.9733697,0.6222222222222222,0,6,1.0,1.0,0,1,1,1,0.8630414
Girik Peri,GirikPeri,1,girik peri,giri kperi,0.7228364799520199,0.6552263,0.98,0,2,0.0,0.9,0,0,0,1,0.85725534
Dalaja Dalal,Dalal Dalaja,1,dalaja dalal,dalal dalaja,1.0,0.99318403,0.9484848484848484,0,4,1.0,1.0,0,1,1,1,0.9736443
Dalaja Dalal,DalajamDalal,1,dalaja dalal,dalaja mdalal,0.871773021517794,0.8109788,0.9846153846153847,0,1,0.3333333333333333,0.96,0,1,1,1,0.83283275
Dalaja Dalal,DalajaDalal,1,dalaja dalal,dalaj adalal,0.814409327397193,0.7413138,0.9833333333333333,0,2,0.0,0.75,0,0,1,1,0.96297884
Hemal Sarma,Hemal Saima,1,hemal sarma,hemal saima,0.6065176620306046,0.6890207,0.9636363636363636,0,1,0.3333333333333333,0.91,0,1,1,1,0.5506085
Hemal Sarma,HemalSarma,1,hemal sarma,hemal sarma,0.9999999999999998,1.0000001,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Upadhriti Sachar,Sachar Upadhriti,1,upad hriti sachar,sachar upad hriti,1.0,0.9852537,0.7156862745098039,0,14,1.0,1.0,0,1,1,1,0.9706181
Upadhriti Sachar,UpadhritiSachar,1,upad hriti sachar,upadhri tisachar,0.5824497276931391,0.62325513,0.9632352941176471,0,3,0.0,0.79,0,0,0,1,0.83437437
Ryan Comar,Comar Ryan,1,ryan comar,comar ryan,1.0000000000000002,0.89451116,0.5333333333333333,0,8,1.0,1.0,0,1,1,1,0.9384798
Ryan Comar,Ryan Comyr,1,ryan comar,ryan comyr,0.7400298885372248,0.7088604,0.96,1,1,0.3333333333333333,0.9,0,1,1,1,0.9619963
Ryan Comar,RyanComar,1,ryan comar,ryan comar,1.0000000000000002,1.0000001,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Yashawini Chand,Yashawini Chund,1,yash awini chand,yash awini chund,0.7256048168354704,0.8182896,0.975,1,1,0.5,0.94,0,1,1,1,0.98233193
Yashawini Chand,YashawiniChand,1,yash awini chand,yashawi nichand,0.5368190465528879,0.43965074,0.9608333333333333,0,3,0.0,0.77,0,0,0,1,0.72710234
Raksha Ramakrishnan,Rakjha Ramakrishnan,1,raksha ramakr ishnan,rakjha ramakr ishnan,0.75950399866273,0.84219754,0.9766666666666667,0,1,0.5,0.95,0,1,1,1,0.87942755
Raksha Ramakrishnan,RakshaRamakrishnan,1,raksha ramakr ishnan,raksharam akrishnan,0.6406735162691926,0.6791782,0.9689473684210526,0,3,0.0,0.82,0,0,0,1,0.8633496
Zaid Sharma,Zaod Sharma,1,zaid sharma,zaod sharma,0.6202310613912189,0.9310337,0.9515151515151515,1,1,0.3333333333333333,0.91,0,1,1,1,0.9919342
Zaid Sharma,ZaidSharma,1,zaid sharma,zaids harma,0.7115461869493345,0.56411695,0.9818181818181818,0,2,0.0,0.91,0,0,0,1,0.88428736
Abhimanyu Sha,Sha Abhimanyu,1,abhi manyu sha,sha abhi manyu,1.0000000000000002,0.96604186,0.7985347985347985,0,8,1.0,1.0,0,1,1,1,0.9287107
Abhimanyu Sha,AbhimanyuSha,1,abhi manyu sha,abhima nyusha,0.4433009135262879,0.49938232,0.9703296703296703,0,3,0.0,0.89,0,0,0,1,0.6445552
Ijaya Dhaliwal,Ijaya Dhyliwal,1,ijaya dhal iwal,ijaya dhyl iwal,0.7005549153458299,0.9496164,0.9447619047619048,1,1,0.5,0.93,0,1,1,1,0.99115074
Ijaya Dhaliwal,IjayaDhaliwal,1,ijaya dhal iwal,ijayad haliwal,0.6199991344787658,0.8190195,0.9723809523809525,0,3,0.0,0.62,0,0,0,1,0.9681531
Harish Buch,Buch Harish,1,harish buch,buch harish,1.0000000000000002,0.9699339,0.49242424242424243,0,9,1.0,1.0,0,1,1,1,0.9529856
Harish Buch,Harish Bdch,1,harish buch,harish bdch,0.5513925147208454,0.8279297,0.9636363636363636,0,1,0.3333333333333333,0.91,0,1,1,1,0.84589756
Harish Buch,HarishBuch,1,harish buch,haris hbuch,0.7030227357026546,0.5877615,0.9818181818181818,0,2,0.0,0.55,0,1,0,1,0.94935036
Harish Buch,H4r15h Buch,1,harish buch,hrh buch,0.6965835764328165,0.65226585,0.9181818181818182,0,3,0.3333333333333333,0.84,0,1,1,1,0.74785733
Arin Sarraf,ArinSarraf,1,arin sarraf,arins arraf,0.7549009401767802,0.83150584,0.9818181818181818,0,2,0.0,0.91,0,1,0,1,0.8654181
Tejas Golla,Golla Tejas,1,tejas golla,golla tejas,1.0,0.9800818,0.5151515151515151,0,10,1.0,1.0,0,1,1,1,0.9556395
Tejas Golla,TejasGolla,1,tejas golla,tejas golla,1.0,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Indrajit Pandey,Pandey Indrajit,1,indr ajit pandey,pandey indr ajit,1.0000000000000002,0.9869715,0.7467948717948718,0,13,1.0,1.0,0,1,1,1,0.9733733
Indrajit Pandey,IndrajityPandey,1,indr ajit pandey,indraji typandey,0.6209446144145896,0.52007246,0.9083333333333333,0,3,0.0,0.69,0,0,0,1,0.53848773
Indrajit Pandey,IndrajitPandey,1,indr ajit pandey,indraji tpandey,0.5982521239241606,0.56215143,0.9608333333333333,0,3,0.0,0.71,0,0,0,1,0.83461833
Aarna Wadhwa,Wadhwa Aarna,1,aarna wadhwa,wadhwa aarna,0.9999999999999999,0.9472021,0.6746031746031745,0,8,1.0,1.0,0,1,1,1,0.9416387
Aarna Wadhwa,Aarna Wadkwa,1,aarna wadhwa,aarna wadkwa,0.6799691469725702,0.9100546,0.9666666666666666,0,1,0.3333333333333333,0.92,0,1,1,1,0.8591877
Aarna Wadhwa,AarnaWadhwa,1,aarna wadhwa,aarna wadhwa,0.9999999999999999,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Warhi Mangal,WarhiMangal,1,warhi mangal,warhi mangal,1.0000000000000002,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Yatan Shanker,Yatah Shanker,1,yatan sha nker,yatah sha nker,0.7551673177152678,0.8723109,0.9406593406593406,0,1,0.5,0.93,0,1,1,1,0.5100718
Yatan Shanker,YatanShanker,1,yatan sha nker,yatans hanker,0.6574459232871266,0.5714565,0.9703296703296703,0,3,0.0,0.74,0,0,0,1,0.9168477
Aarini Rama,Rama Aarini,1,aarini rama,rama aarini,1.0000000000000004,0.98888737,0.6931818181818182,0,9,1.0,1.0,0,1,1,1,0.9608423
Aarini Rama,AariniRama,1,aarini rama,aarin irama,0.7222545158785538,0.536865,0.9818181818181818,0,2,0.0,0.91,0,0,0,1,0.8757161
Jonathan Khatri,Khatri Jonathan,1,jona than khatri,khatri jona than,1.0,0.95933926,0.7467948717948718,0,14,1.0,1.0,0,1,1,1,0.9676743
Jonathan Khatri,Jxnathan Khatri,1,jona than khatri,jxna than khatri,0.7847382582678,0.7444476,0.9625,0,1,0.5,0.94,0,1,1,1,0.74333745
Jonathan Khatri,JonathanKhatri,1,jona than khatri,jonatha nkhatri,0.7082394097349657,0.7915181,0.9608333333333333,0,3,0.0,0.71,0,0,0,1,0.7799196
Hitesh Sarma,Hytesh Sarma,1,hitesh sarma,hytesh sarma,0.614382834720893,0.7505358,0.9499999999999998,1,1,0.3333333333333333,0.92,0,1,1,1,0.9462712
Hitesh Sarma,HiteshSarma,1,hitesh sarma,hites hsarma,0.722977000311352,0.38712823,0.9833333333333333,0,2,0.0,0.92,0,0,0,1,0.8757161
Daniel Bava,Bava Daniel,1,daniel bava,bava daniel,1.0000000000000002,0.91891384,0.5151515151515151,0,10,1.0,1.0,0,1,1,1,0.9414148
Daniel Bava,DanielBava,1,daniel bava,danie lbava,0.6450013468247839,0.40337917,0.9818181818181818,0,2,0.0,0.55,0,0,0,1,0.9611564
Vasana Madan,VasanaMadan,1,vasana madan,vasan amadan,0.7514196082964786,0.75880337,0.9833333333333333,0,2,0.0,0.92,0,0,0,1,0.8601887
Max Iyer,MaxIyer,1,max iyer,max iyer,1.0000000000000002,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Patrick Chakraborty,Patricr Chakraborty,1,pat rick chakr aborty,pat ricr chakr aborty,0.8468920691559747,0.7889525,0.9509523809523809,0,1,0.6,0.95,0,1,1,1,0.6762926
Advay Sur,Sur Advay,1,advay sur,sur advay,1.0,0.97558546,0.3148148148148148,0,8,1.0,1.0,0,1,1,1,0.9296692
Advay Sur,Advam Sur,1,advay sur,advam sur,0.7766605798151272,0.8844547,0.9555555555555556,0,1,0.3333333333333333,0.89,0,1,1,1,0.6852847
Advay Sur,AdvaySur,1,advay sur,adva ysur,0.6754599577551467,0.7756748,0.9777777777777777,1,2,0.0,0.89,0,0,0,1,0.9678229
Jagvi Gill,Jagvi Gqll,1,jagvi gill,jagvi gqll,0.66499232008979,0.66735876,0.96,0,1,0.3333333333333333,0.9,0,1,1,1,0.5527217
Jagvi Gill,JagviGill,1,jagvi gill,jagv igill,0.7247638442735008,0.52496165,0.98,0,2,0.0,0.9,0,0,0,1,0.8680282
Lakshit Sekhon,Lhkshit Sekhon,1,lak shit sekhon,lhk shit sekhon,0.8203347578516612,0.93093634,0.9171428571428571,0,1,0.5,0.93,0,1,1,1,0.74822986
Lakshit Sekhon,LakshitSekhon,1,lak shit sekhon,lakshi tsekhon,0.6586497278912612,0.42487532,0.951111111111111,0,3,0.0,0.69,0,0,0,1,0.6200419
Netra Bali,Bali Netra,1,netra bali,bali netra,1.0,0.98923707,0.5333333333333333,0,10,1.0,1.0,0,1,1,1,0.9556395
Netra Bali,NetraBali,1,netra bali,netr abali,0.6701668890589366,0.47842032,0.98,0,2,0.0,0.9,0,0,0,1,0.8777964
Suhani Krishna,Krishna Suhani,1,suhani kri shna,kri shna suhani,1.0000000000000002,0.9884111,0.7277777777777779,0,12,1.0,1.0,0,1,1,1,0.96240604
Suhani Krishna,Suhani Krrshna,1,suhani kri shna,suhani krr shna,0.7330309416723506,0.94286954,0.9733333333333334,1,1,0.5,0.93,0,1,1,1,0.99465287
Suhani Krishna,SuhaniKrishna,1,suhani kri shna,suhani krishna,0.8527280173347844,0.720811,0.9866666666666667,0,1,0.25,0.97,0,1,1,1,0.9513246
Lucky Baria,Baria Lucky,1,lucky baria,baria lucky,1.0000000000000002,0.98498845,0.2878787878787879,0,10,1.0,1.0,0,1,1,1,0.9490514
Lucky Baria,LuckyBaria,1,lucky baria,lucky baria,1.0000000000000002,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Lucky Baria,Lucky B4r14,1,lucky baria,lucky br,0.7588167763128362,0.43153322,0.9454545454545455,1,3,0.3333333333333333,0.84,0,1,1,1,0.70362955
Kiaan Sibal,Sibal Kiaan,1,kiaan sibal,sibal kiaan,1.0000000000000002,0.9820162,0.6363636363636364,0,6,1.0,1.0,0,1,1,1,0.8454155
Kiaan Sibal,KiaanSibal,1,kiaan sibal,kiaan sibal,1.0000000000000002,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Faras Hari,Hari Faras,1,faras hari,hari faras,1.0,0.9738771,0.6222222222222222,0,6,1.0,1.0,0,1,1,1,0.8630414
Faras Hari,Farcs Hari,1,faras hari,farcs hari,0.5222483654656468,0.8505,0.9014814814814816,0,1,0.3333333333333333,0.9,0,1,1,1,0.68270236
Faras Hari,FarasHari,1,faras hari,fara shari,0.7444985137429868,0.71112883,0.98,0,2,0.0,0.9,0,0,0,1,0.8612969
Harinakshi Kannan,Kannan Harinakshi,1,harin akshi kannan,kannan harin akshi,1.0,0.9904458,0.8009259259259259,0,14,1.0,1.0,0,1,1,1,0.9660763
Harinakshi Kannan,HarinakshiKannan,1,harin akshi kannan,harinaks hikannan,0.589394758682245,0.72325635,0.965359477124183,0,3,0.0,0.69,0,0,1,1,0.8374334
Bhanumati Tata,Tata Bhanumati,1,bhan umati tata,tata bhan umati,1.0,0.9594498,0.8126984126984128,0,10,1.0,1.0,0,1,1,1,0.9443651
Bhanumati Tata,BhanumatiTata,1,bhan umati tata,bhanum atitata,0.4356940938588147,0.5399256,0.9723809523809525,0,3,0.0,0.55,0,0,0,1,0.91185755
Yashica Tandon,Tandon Yashica,1,yas hica tandon,tandon yas hica,1.0,0.970592,0.48888888888888893,0,14,1.0,1.0,0,1,1,1,0.97519433
Yashica Tandon,Yashica Tanson,1,yas hica tandon,yas hica tanson,0.6915865919760947,0.8905387,0.9733333333333334,0,1,0.5,0.93,0,1,1,1,0.8485496
Yashica Tandon,YashicaTandon,1,yas hica tandon,yashic atandon,0.6239568375473965,0.5159839,0.951111111111111,0,3,0.0,0.76,0,0,0,1,0.62063307
Isaac Borde,IsaacBorde,1,isaac borde,isaac borde,1.0,1.0000002,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Daniel Gour,DanielgGour,1,daniel gour,danie lggour,0.6597077472300221,0.40560973,0.9651515151515152,0,2,0.0,0.87,0,1,0,1,0.8894127
Daniel Gour,DanielGour,1,daniel gour,danie lgour,0.6736869246786461,0.4790783,0.9818181818181818,0,2,0.0,0.91,0,1,0,1,0.8696442
Simon Ganesan,Ganesan Simon,1,simon gan esan,gan esan simon,1.0000000000000002,0.9631037,0.7056277056277057,0,10,1.0,1.0,0,1,1,1,0.951348
Simon Ganesan,SimonGanesan,1,simon gan esan,simong anesan,0.6047717165584984,0.58650523,0.9703296703296703,0,3,0.0,0.74,0,1,0,1,0.88793325
Yashasvi Konda,Yashanvi Konda,1,yash asvi konda,yash anvi konda,0.6226258745116974,0.8946479,0.9304761904761905,0,1,0.5,0.93,0,1,1,1,0.5740215
Yashasvi Konda,YashasviKonda,1,yash asvi konda,yashas vikonda,0.49502451955417975,0.535428,0.9723809523809525,0,3,0.0,0.83,0,0,0,1,0.8469803
